5.485123206333542001e-12,5.612734669396823861e-12,5.734262023548986065e-12
5.496183369535501129e-12,5.622055338633247246e-12,5.745902018072790440e-12
5.441618509960388650e-12,5.569867483901091987e-12,5.692927032563410705e-12
5.497503927781588473e-12,5.626323192065019185e-12,5.746850044452411765e-12
5.470638265309135662e-12,5.597649080368860552e-12,5.721272414160871733e-12
5.541147835713688963e-12,5.663462754323944637e-12,5.782526801140219774e-12
5.494862811289413784e-12,5.618829620329668373e-12,5.737697209712289137e-12
5.547490418422729164e-12,5.681097519499855864e-12,5.786141097502417452e-12
5.558044476050572058e-12,5.685114705389349155e-12,5.800069625971904230e-12
5.534625709124885162e-12,5.667792624119982747e-12,5.778848753690279949e-12
5.464429256307745675e-12,5.596109513283931136e-12,5.715393002619917340e-12
5.426083627552147348e-12,5.558338945360619121e-12,5.683222555757927452e-12
5.408363427245044264e-12,5.539925723024863302e-12,5.659176686295674941e-12
5.414029901479322504e-12,5.542516532536234664e-12,5.666907047785496587e-12
5.380090904033574262e-12,5.509006445469921687e-12,5.633479360084292509e-12
5.402964967787804440e-12,5.531736093494776796e-12,5.653817258116644595e-12
5.362049779883415468e-12,5.491342623675787848e-12,5.610411440981621922e-12
5.365662775203006163e-12,5.500141141145942214e-12,5.612214252354030819e-12
5.352293261373652911e-12,5.489764458993517948e-12,5.595995888896254655e-12
5.342400133390157180e-12,5.477353379884641882e-12,5.590263061489020302e-12
5.323705885851293118e-12,5.455774287205228390e-12,5.570119452485977618e-12
5.372167120876181201e-12,5.504785863252870115e-12,5.614844526824480653e-12
5.353751730136080411e-12,5.486111131353110792e-12,5.594959391619358513e-12
5.407548974573073153e-12,5.541820041060629976e-12,5.636463518143841611e-12
5.420870783506837043e-12,5.548989219505973125e-12,5.658342717984599091e-12
5.444581417657357036e-12,5.574520879625399772e-12,5.682536906304047619e-12
5.482236626469516594e-12,5.611709014141652574e-12,5.717415690192906297e-12
5.521080120862720264e-12,5.650719475669419012e-12,5.755632515730413346e-12
5.500038792460859582e-12,5.626718709017541897e-12,5.738522938086854097e-12
5.481503705800916393e-12,5.608907435727950030e-12,5.720101475814587388e-12
5.486813694360881399e-12,5.615009325554698449e-12,5.729849320706970062e-12
5.427417629905173513e-12,5.555932016537701301e-12,5.675303543090093328e-12
5.379792097914837257e-12,5.506528392984488818e-12,5.623755801320573511e-12
5.365762088122005835e-12,5.493960321401036850e-12,5.609094352182486531e-12
5.359217843808883330e-12,5.487045279944924303e-12,5.605031196120879855e-12
5.380757037848349356e-12,5.509633114325618308e-12,5.621891407264767437e-12
5.391031371315690990e-12,5.524589032773752351e-12,5.627929112322904714e-12
5.389768058944310880e-12,5.520460390900927550e-12,5.624794033320945630e-12
5.380861554937776958e-12,5.503684313845624843e-12,5.625054241842342151e-12
5.393642563827905079e-12,5.519470297477013787e-12,5.633475023275602567e-12
5.395286214321393103e-12,5.521925798557258958e-12,5.634933925718899062e-12
5.415535641456470373e-12,5.548387270459809173e-12,5.640550092972373974e-12
5.416242107592061927e-12,5.544706620924655383e-12,5.640606471485343221e-12
5.435904764511390042e-12,5.556660600397611560e-12,5.674463069565982565e-12
5.411744836980592055e-12,5.535407202050812714e-12,5.650466639722795392e-12
5.390527434145919727e-12,5.514181125598760502e-12,5.629756209823977287e-12
5.401137870286731868e-12,5.523360414871891777e-12,5.637788846879487892e-12
5.432036331159961762e-12,5.551122929381424598e-12,5.672811179135983650e-12
5.427287525644475252e-12,5.546109144854982631e-12,5.669249791839803265e-12
5.446087591315373899e-12,5.565312967414914880e-12,5.689697411132010885e-12
5.397527910733224132e-12,5.515814801432261660e-12,5.642395405069944303e-12
5.391370509755244456e-12,5.512375712141137640e-12,5.640115978422510779e-12
5.406997766188581522e-12,5.526403987210493085e-12,5.648556709175744928e-12
5.379568752267305243e-12,5.500214433212802234e-12,5.624650918634177543e-12
